id,url,title,subtitle,content,datetime,views,tags,topic
1903996622,https://ria.ru/20231020/park-1903996622.html,Компания из Китая намерена создать в Приамурье индустриальный парк,Орлов: компания из КНР намерена создать в Приамурье индустриальный парк,"БЛАГОВЕЩЕНСК, 20 окт – РИА Новости. Китайская корпорация ""Сюань Юань"" намерена построить в Приамурье индустриальный парк, губернатор Василий Орлов заявил, что проект будет поддержан, сообщает правительство региона.  Орлов в Пекине провел переговоры с представителями корпорации ""Сюань Юань"".  «""Во время визита в Харбин на международную ярмарку делегация Амурской области посещала индустриальный парк компании. Теперь ""Сюань Юань"" намерена создать подобный проект на территории Амурской области"", - говорится в сообщении.  В компании рассказали, что парк планируют построить на территории опережающего развития ""Амурская"" на участке площадью свыше 30 гектаров промышленного назначения. Китайские бизнесмены планируют вложить в создание парка порядка 10 миллиардов рублей и создать около 500 новых рабочих мест.  По данным корпорации, в индустриальном парке объединят российские и китайские научные производства, можно будет создавать интеллектуальное оборудование с помощью технологий обеих стран. На площадке разместятся производства материалов для 3D-принтеров, резервуаров для хранения и транспортировки СПГ и жидкого гелия, лопастей ветрогенераторов, высококачественных подшипников. Кроме того, возможно, в парке будут производить оборудование для водородной энергетики.  ""Считаю, что строительство индустриального парка на территории нашего региона - правильное решение, сейчас исторически очень вовремя реализовывать такой проект. Россия и Китай всегда плодотворно сотрудничали, сейчас это взаимодействие выходит на новый уровень. Мы поддержим этот проект, поставлю задачу сопровождать его Агентству по привлечению инвестиций региона. У нас есть для инвесторов особый налоговый режим, есть земля. Приезжайте, выбирайте подходящий участок"", - пригласил бизнесменов Орлов.  По данным властей региона, компания намерена в ближайшее время направить в Приамурье технических специалистов для выбора участка.  «""Сюань Юань"" - многопрофильная компания, основанная в 1988 году. Корпорация занимается международной торговлей, инвестициями, строительством и другими направлениями. Компания сотрудничает с научно-исследовательскими институтами Китая и сама занимается разработкой технологий для своих предприятий.",09:20 20.10.2023,321,"['Амурская область', 'Китай', 'Василий Орлов (губернатор)', 'Амурская область']",economy
1903995997,https://ria.ru/20231020/sng-1903995997.html,"Страны СНГ заняли треть мирового рынка АПК, заявили в Казахстане",Минсельхоз Казахстана: страны СНГ в мировом АПК заняли около 30%,"АЛМА-АТА, 20 окт - РИА Новости. Доля стран Содружества независимых государств в мировом производстве продовольствия занимает от 10% до 30%, заявил министр сельского хозяйства Казахстана Айдарбек Сапаров на конференции государств-участников СНГ по вопросам сотрудничества в области продбезопасности в Астане.  ""Динамичное развитие аграрного сектора в странах Содружества независимых государств позволяет нам не только активно укреплять продовольственную безопасность, но и играть важную роль на мировом продовольственном рынке. По многим позициям доля стран содружества в мировом производстве занимает от 10% до 30%. К примеру, по производству сахарной свеклы – 27%, по картофелю – 17,5% и прочие позиции"", - сказал казахстанский министр.  По его словам, следует стимулировать ""расширение торговли сельхозпродукцией как внутри региона, так и за его пределами"". При этом Сапаров подчеркнул, что для Казахстана страны Содружества являются самыми крупными торговыми партнерами. В прошлом году торговля республики продукцией АПК с государствами СНГ выросла на 23% и составила 6,5 миллиарда долларов.",09:18 20.10.2023,0,"['Экономика', 'Казахстан', 'Астана', 'СНГ', 'Россия', 'В мире']",economy
1903985349,https://ria.ru/20231020/rynok-1903985349.html,В Минпромторге рассказали о брендах из Азии и ОАЭ на российском рынке,Минпромторг: бренды из Азии и ОАЭ активно выходят на российский рынок,"МОСКВА, 20 окт - РИА Новости. Бренды из Азии и Объединенных Арабских Эмиратов активно выходят на российский рынок, наращивают свои позиции и отечественные компании, рассказал в интервью РИА Новости статс-секретарь – замминистра промышленности и торговли Виктор Евтухов.  По его словам, практически все страны, что сейчас представлены на российском рынке, и ранее были на нем, а сейчас произошло перераспределение долей.  ""Условно ""азиатские"" бренды сейчас наращивают долю, более активно присутствует на рынке. У нас хорошо представлены теперь и Арабские Эмираты. Страны СНГ тоже всегда поставляли свою продукцию на российский рынок, просто теперь ее стало еще больше. Российский рынок большой и привлекательный – желающих торговать здесь, у нас, много"", - подчеркнул Евтухов.  Он также добавил, что с уходом ряда зарубежных брендов ассортимент на полках не оскудел, российские компании активно начали замещать зарубежную продукцию.  ""По некоторым категориям непродовольственных товаров ситуация посложнее - производителям нужно время освоиться в новых нишах. Но потребитель этого всего не ощущает. Потому что не только наши компании приходят и осваивают освободившийся рынок. К нам приходят и новые бренды из дружественных стран. В то же время российские торговые сети продвигают свои СТМ. Поэтому с точки зрения насыщения и разнообразия на потребительском рынке российская торговля отлично справляется"", - резюмировал Евтухов.",07:18 20.10.2023,0,"['Экономика', 'Азия', 'Виктор Евтухов', 'Министерство промышленности и торговли РФ (Минпромторг России)', 'СНГ']",economy
1903984884,https://ria.ru/20231020/maag-1903984884.html,"""Новая мода"" планирует локализовать в России производство коллекций",Управляющий магазинами Maag планирует локализовать в РФ производство коллекций,"МОСКВА, 20 окт - РИА Новости. Компания ""Новая мода"", управляющая магазинами Maag, пришедшими на место Zara в России, а также другими брендами, ведет со швейными фабриками переговоры о локализации в стране производства коллекций, рассказал в интервью РИА Новости статс-секретарь – замминистра промышленности и торговли Виктор Евтухов.  «""Компания ""Новая мода"", которая ранее представляла в России Inditex и бренд Zara, буквально за несколько недель открыла на площадях ушедших брендов новые торговые сети Maag, Dub, Ecru, Vilet. Все 242 магазина этих марок на данный момент работают в России. Открытие новых магазинов подняло трафик торговых центров, где они расположены"", - заявил он.  До этого, в конце июля, в Минпромторге сообщали РИА Новости, что в соответствии с решением подкомиссии для компании установлен ключевой показатель эффективности в 2023 году в виде открытия не менее 240 магазинов на территории страны.  ""Насколько я знаю, сейчас ""Новая мода"" поступательно развивается дальше и ведет переговоры с швейными фабриками о локализации в России производства коллекций"", - добавил Евтухов.  Inditex - один из крупнейших в мире ритейлеров одежды и обуви, основанный испанцем Амансио Ортегой, в России группа была представлена магазинами Zara, Pull&Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, Zara Home, Uterque.  Однако в начале марта прошлого года руководство группы решило приостановить деятельность в стране. Позже в Минпромторге РФ сообщили, что власти одобрили продажу российского бизнеса Inditex (АО ""Новая мода""), включая магазины Zara, компании Fashion and More Management DMCC ""с офисом в одной из дружественных стран"". В конце апреля магазины Inditex начали открываться под новыми названиями: Maag (Zara), Dub (Pull & Bear), Ecru (Bershka), Vilet (Stradivaruis).",07:05 20.10.2023,0,"['Россия', 'Виктор Евтухов', 'Амансио Ортега', 'Inditex', 'Bershka', 'Zara', 'Экономика']",economy
1903984534,https://ria.ru/20231020/neft-1903984534.html,"Импорт КНР российской нефти в январе-сентябре вырос на 24,4 процента",Китай в январе-сентябре импортировал из России почти 80 миллионов тонн нефти,"ПЕКИН, 20 окт – РИА Новости. Китай в январе-сентябре импортировал из России почти 80 миллионов тонн нефти на более чем 43,5 миллиарда долларов, рост показателя в тоннах в годовом выражении составил 24,4%, следует из опубликованных в пятницу главным таможенным управлением страны данных.  Так, за первые девять месяцев текущего года Китай импортировал из России более 79,9 миллиона тонн нефти на общую сумму свыше 43,56 миллиарда долларов.  Для сравнения, за аналогичный период прошлого года объем импорта составил 64,24 миллиона тонн, таким образом, рост составил 24,42%.  При этом в стоимостном выражении снижение составило 2,3%: за аналогичный период прошлого года Китай заплатил за российскую нефть 44,59 миллиарда долларов.",06:55 20.10.2023,2658,"['Китай', 'Россия', 'Экономика']",economy
1903984147,https://ria.ru/20231020/alkogol-1903984147.html,Минпромторг оценил актуальность вопроса онлайн-торговли алкоголем,Минпромторг: вопрос онлайн-торговли алкоголем сейчас не остроактуален для России,"МОСКВА, 20 окт - РИА Новости. Вопрос онлайн-торговли алкоголем сейчас не слишком актуален для России, но если этот механизм заработает, Минпромторг считает правильным участие в нем только российского вина и ограниченного числа продавцов, заявил в интервью РИА Новости статс-секретарь – замминистра промышленности и торговли Виктор Евтухов.  Законопроект, посвященный эксперименту по онлайн-торговле российским вином с помощью ""Почты России"", подразумевал его запуск в Москве и Московской области с 1 ноября 2023 года, однако был снят с планируемого в июне рассмотрения Госдумы и перенесен на неопределенный срок. Источник в отрасли рассказывал РИА Новости, что перенос может быть вызван недовольством маркетплейсов тем, что такая возможность предоставляется только одному игроку - ""Почте России"".  ""Решение этого вопроса в компетенции другого ведомства. Но мы полагаем, что при текущей конъюнктуре рынка и сформировавшейся базовой инфраструктуре офлайн-розницы, а также с учетом мнения Минздрава, эта тема не является остроактуальной на сегодняшний день"", - заявил он, отвечая на вопрос, на какой стадии находится проект по дистанционной торговле алкоголем.  Евтухов добавил, что министерство ""все больше склоняется к целесообразности тестирования отдельных механизмов такой торговли в пилотном режиме"". ""Например, онлайн-продаж отечественного вина максимально ограниченным кругом площадок. Иными словами, наша позиция заключается в том, что если этот механизм, гипотетически, в итоге и появится, то пусть работает для поддержки российского виноделия"", - пояснил замминистра.  Минфин РФ сейчас ведет дискуссию с Минздравом по вопросу о легализации онлайн-продаж алкоголя. Финансовое ведомство хочет таким образом обелить рынок, поскольку видит в сети значительные объемы нелегальной торговли этой продукцией. Но Минздрав опасается, что это повысит доступность спиртного, в том числе для несовершеннолетних. Минфин же поясняет, что предлагает регулировать продажу алкоголя онлайн по аналогии с продажей в офлайн-магазинах, например сделать обязательным предъявление покупателем паспорта курьеру, который доставляет заказ.",06:34 20.10.2023,1141,"['Экономика', 'Россия', 'Виктор Евтухов', 'Министерство промышленности и торговли РФ (Минпромторг России)', 'Почта России', 'Министерство финансов РФ (Минфин России)']",economy
1903983407,https://ria.ru/20231020/izrail-1903983407.html,Происхождение половины купленной Израилем в 2022 году нефти неизвестно,Происхождение половины импортированной Израилем в 2022 году нефти неизвестно,"МОСКВА, 20 окт - РИА Новости. Израиль в 2022 году приобрел на мировых рынках нефти на 9,8 миллиарда долларов, однако происхождение более половины всего импорта ""черного золота"" неизвестно, следует из анализа РИА Новости данных национальных статслужб.  Согласно данным израильского ведомства, страна в прошлом году приобрела сырую нефть на 9,8 миллиарда долларов, однако данные по конкретным поставщикам засекречены. РИА Новости проанализировало статистику 20 крупнейших экспортеров нефти в мире, в результате удалось определить пять продавцов этого вида сырья в Израиль.  Так, больше всех нефти в прошлом году поставил Азербайджан - 1,7 миллиарда долларов. На втором месте расположилась Бразилия, которая отгрузила сырья на 1,1 миллиарда долларов, а Казахстан продал Израилю его на 777 миллионов долларов. Объем поставок из ОАЭ достигал 645 миллионов долларов, а из Нигерии было продано этой продукции на 213 миллионов долларов. В совокупности удалось установить происхождение поставок на 4,4 миллиарда долларов.  Согласно данным национальных статведомств, Британия, Канада, Колумбия, Норвегия и США в прошлом году нефть Израилю не поставляли. Ангола, Алжир, Ирак, Катар, Оман и Саудовская Аравия вовсе не ведут с ним торговлю. При этом Венесуэла, Иран и Россия соответствующих торговых данных не раскрывают. Единственным ""белым пятном"" является Мексика: страна официально в прошлом году не продавала Израилю нефть, но в статистике есть 86 миллионов долларов, по которым товарная группа не указана.  Военное крыло палестинского движения ХАМАС 7 октября начало операцию ""Потоп Аль-Аксы"" с беспрецедентной по масштабу ракетной атаки, а позже бойцы организации проникли в приграничные районы на юге Израиля. В ответ армия обороны Израиля начала операцию ""Железные мечи"" против ХАМАС в секторе Газа и объявила полную блокаду территории: приостановлена поставка воды, продуктов питания, электричества, медикаментов, топлива. В среду на фоне дальнейшей эскалации конфликта глава МИД Ирана Хосейн Амир Абдоллахиан призвал к введению эмбарго на экспорт нефти Израилю.  Источником происхождения засекреченного сырья, по мнению опрошенных РИА Новости аналитиков, частично могут являться африканские страны, например, Ангола и Габон. Российская нефть в свое время также активно поставлялась в страну, и, скорее всего, Израиль покупать ее не перестал, считает приглашенный преподаватель департамента зарубежного регионоведения НИУ ВШЭ Мурад Садыгзаде.  При этом эксперт полагает, что возможное эмбарго вряд ли слишком больно ударит по экономике страны: значительная часть поставщиков не являются арабскими странами. ""Кроме того, на рынке есть немало ""обезличенной"" нефти, которую посредники продают Израилю. Поэтому не думаю, что эмбарго против Израиля сильно подействует"", - отмечает Садыгзаде.  Гораздо более реальные последствия эмбарго - это перераспределение нефти среди других поставщиков, которые будут рады нарастить объемы продаж, рассуждает старший преподаватель кафедры экономической теории РЭУ имени Г.В. Плеханова Ходжа Кава. По мнению эксперта, воспользоваться обострением ситуации могут, например, США. Он предположил, что одной из причин нахождения двух американских авианосцев близ берегов Израиля как раз является обеспечение безопасности поставки нефти.",06:16 20.10.2023,5141,"['Израиль', 'США', 'Ангола', 'Экономика', 'Хосейн Амир Абдоллахиан', 'ХАМАС', 'Высшая школа экономики (ВШЭ)', 'РЭУ имени Г. В. Плеханова']",economy
1903982463,https://ria.ru/20231020/vino-1903982463.html,Роскачество спрогнозировало рекордный объем производства фермерского вина,Роскачество: в этом году ожидается рекордный объем производства фермерского вина,"МОСКВА, 20 окт - РИА Новости. Объем производства фермерского вина в России в этом году должен стать рекордным, а в следующем - превысить порог в миллион литров, рассказали РИА Новости в Роскачестве.  Там отметили, что малые фермерские хозяйства - наиболее активно развивающаяся часть винодельческого рынка. Так, за последние три года число фермерских хозяйств, производящих вино в стране, выросло в три с половиной раза, а объем производства - утроился.  ""По прогнозам экспертов, 2023 год станет рекордным для производства малых виноделен"", - сообщили в Роскачестве. Уже сейчас, за первое полугодие, фермерские винодельни и сельхозкооперативы произвели порядка 422 тысяч литров вина, что вдвое больше аналогичного показателя за 2022 год. Тихие и игристые вина в этом году выпускали 53 малых винодельни, тогда как в прошлом году таких производителей было 39.  При этом прогноз по производству на весь текущий год составляет примерно 850-900 тысяч литров. Такое активное развитие малых форм виноделия эксперты связывают с упрощением процедуры лицензирования и активной государственной поддержкой.  По словам директора департамента исследования и продвижения отечественной винодельческой продукции Роскачества Олеси Буняевой, в общем объеме производства российского вина доля фермеров пока не так велика, однако эти винодельни играют важную роль, производя широкую палитру вин небольшими тиражами - за шесть месяцев 2023 года они выпустили примерно 25% от всех произведенных в России артикулов вина под защищенными географическими индикаторами.  ""В 2024 году объем фермерских вин, выпускаемых в России, впервые превысит 1 миллион литров, а число хозяйств составит более трети от общего количества действующих в стране лицензий на производство вина (по данным Росалкогольтабакконтроля, в первом полугодии 2023 года в России было порядка 170 действующих лицензий на производство вина)"", - добавили в организации.",05:55 20.10.2023,11016,"['Россия', 'Роскачество', 'Экономика']",economy
1903981499,https://ria.ru/20231020/avtomobili-1903981499.html,ЦБ отметил снижение числа машин в продаже в ДФО на фоне санкций Японии,ЦБ: число автомобилей в продаже в ДФО снизилось вдвое из-за японских санкций,"ВЛАДИВОСТОК, 20 окт – РИА Новости. Количество машин в продаже на Дальнем Востоке на фоне японских санкций, касающихся ввоза автомобилей в РФ, в сентябре снизилось почти в два раза по сравнению с июлем, но дефицита иномарок в макрорегионе нет, сообщает пресс-служба Дальневосточного главного управления Банка России.  Новый пакет санкций, запрещающий экспорт из Японии в Россию 758 видов товаров, вступил в силу 9 августа. В список в том числе вошли гибридные автомобили и электромобили, а также бензиновые и дизельные машины с объемом двигателя больше 1,9 литра. По данным Владивостокской таможни от 7 сентября, за 9 августа - 6 сентября оформлено для импорта 11,8 тысячи автомобилей, что почти в три раза меньше, чем за четыре недели, предшествовавшие введению новых японских санкций на поставку машин в Россию.  ""На Дальнем Востоке количество машин в продаже в сентябре снизилось почти в два раза по сравнению с июлем. Однако дефицита автомобилей в макрорегионе не наблюдалось вследствие рекордных объемов поставок в предыдущие месяцы. Кроме того, повысился спрос на новые импортные авто"", - говорится в сообщении.  По оценкам представителей автомобильного рынка, на попавшие под ограничения автомобили приходилось до 80% всего объема продаж на Дальнем Востоке, сообщает главное управление.  По его данным, в Приморье из-за сокращения предложения, ослабления рубля и повышения утилизационного сбора цены на попавшие под ограничения автомобили в августе выросли более чем на четверть по сравнению с июлем, на другие модели — на 10–15%.  ""Рост цен способствовал переориентации спроса на автомобили из других стран Азии, в том числе новые. Так, в августе-сентябре продажи новых импортных машин выросли почти в два раза по сравнению со средним уровнем в январе-июле в основном за счет китайских марок. Кроме того, в сентябре на заводе в Приморском крае возобновилось производство машин на основе китайского внедорожника"", — приводятся слова главного экономиста экономического управления Дальневосточного ГУ Банка России Антона Гулевича.  В конце августа представитель автомобильного портала ""Дром"" сообщила журналистам, что в августе в Приморском крае стало на 33% меньше объявлений о продаже машин в сравнении с июнем. По ее словам, снижение предложения связано с резким ростом спроса на автомобили. Их начали раскупать и снимать с продажи еще в преддверии введения новых японских санкций и повышения утильсбора на машины в РФ.",05:11 20.10.2023,3619,"['Россия', 'Дальний Восток', 'Экономика', 'Авто', 'Центральный Банк РФ (ЦБ РФ)', 'Приморский край']",economy
1903980611,https://ria.ru/20231020/vina-1903980611.html,Российские игристые вина заняли почти 70 процентов рынка в стране,Минпромторг: российские игристые вина заняли почти 70 процентов рынка в стране,"МОСКВА, 20 окт - РИА Новости. Доля отечественного игристого вина в магазинах РФ почти достигла 70%, а тихого - превысила 50%, рассказал в интервью РИА Новости статс-секретарь – замминистра промышленности и торговли Виктор Евтухов.  «""Российское вино в полном объеме реализуется в торговле. В настоящее время, по экспертным оценкам, в торговых сетях представлены порядка 52% тихих и 68% игристых российских вин от общего объема"", - заявил он.  По его словам, власти помогают продвижению продукта на рынке. Так, Минпромторг совместно с Минсельхозом проводит акцию ""Дни российских вин"" для увеличения продаж и узнаваемости отечественного вина, кроме того, по словам Евтухова, эффективным каналом продаж стали винные ярмарки.  В начале октября в Роскачестве рассказывали РИА Новости, что популярность зарубежного вина в России достигла рекордно низкого значения за последние два года - лишь 17% граждан считают, что оно значительно качественнее отечественного. Тем временем доля потребителей, отдающих предпочтение российским винам, продолжает увеличиваться - так, 22% граждан считают его более качественным, чем зарубежное, а 29% полагают, что не все, но большинство отечественных вин превосходят по качеству зарубежные.  В 2022 году в России было произведено 60,7 миллиона декалитров вина, что на 13% больше показателей предыдущего года, а за 6 лет его производство выросло практически вдвое.",04:52 20.10.2023,1442,"['Россия', 'Виктор Евтухов', 'Экономика']",economy
